equipment_id,check_out_time,check_in_time,duration_minutes
EQ0019,2022-10-18 02:35:40.169398,2022-10-18 04:20:40.169398,105
EQ0019,2022-06-04 02:35:40.169398,2022-06-04 05:06:40.169398,151
EQ0019,2022-05-01 02:35:40.169398,2022-05-01 04:49:40.169398,134
EQ0019,2021-09-02 02:35:40.169398,2021-09-02 04:56:40.169398,141
EQ0019,2021-05-27 02:35:40.169398,2021-05-27 04:53:40.169398,138
EQ0019,2022-02-11 02:35:40.169398,2022-02-11 04:27:40.169398,112
EQ0019,2021-09-06 02:35:40.169398,2021-09-06 05:50:40.169398,195
EQ0019,2022-06-25 02:35:40.169398,2022-06-25 03:34:40.169398,59
EQ0019,2022-09-03 02:35:40.169398,2022-09-03 05:22:40.169398,167
EQ0019,2022-09-18 02:35:40.169398,2022-09-18 06:01:40.169398,206
EQ0019,2021-07-23 02:35:40.169398,2021-07-23 04:12:40.169398,97
EQ0019,2022-06-29 02:35:40.169398,2022-06-29 05:12:40.169398,157
EQ0019,2022-05-18 02:35:40.169398,2022-05-18 05:58:40.169398,203
EQ0019,2021-12-05 02:35:40.169398,2021-12-05 06:29:40.169398,234
EQ0019,2022-07-03 02:35:40.169398,2022-07-03 04:46:40.169398,131
EQ0019,2021-06-26 02:35:40.169398,2021-06-26 04:18:40.169398,103
EQ0019,2022-01-29 02:35:40.169398,2022-01-29 06:14:40.169398,219
EQ0019,2021-07-09 02:35:40.169398,2021-07-09 05:00:40.169398,145
EQ0019,2021-12-02 02:35:40.169398,2021-12-02 05:30:40.169398,175
EQ0019,2021-08-13 02:35:40.169398,2021-08-13 04:09:40.169398,94
EQ0019,2023-02-14 02:35:40.169398,2023-02-14 06:25:40.169398,230
EQ0019,2022-12-22 02:35:40.169398,2022-12-22 03:30:40.169398,55
EQ0019,2022-08-18 02:35:40.169398,2022-08-18 05:12:40.169398,157
EQ0019,2023-01-09 02:35:40.169398,2023-01-09 06:24:40.169398,229
EQ0019,2022-04-16 02:35:40.169398,2022-04-16 03:27:40.169398,52
EQ0019,2021-07-28 02:35:40.169398,2021-07-28 03:38:40.169398,63
EQ0019,2022-12-18 02:35:40.169398,2022-12-18 03:34:40.169398,59
EQ0019,2021-10-17 02:35:40.169398,2021-10-17 05:31:40.169398,176
EQ0019,2021-05-30 02:35:40.169398,2021-05-30 03:43:40.169398,68
EQ0019,2021-08-17 02:35:40.169398,2021-08-17 03:44:40.169398,69
EQ0019,2022-12-11 02:35:40.169398,2022-12-11 03:34:40.169398,59
EQ0019,2022-01-26 02:35:40.169398,2022-01-26 03:52:40.169398,77
EQ0019,2021-12-17 02:35:40.169398,2021-12-17 05:19:40.169398,164
EQ0019,2021-07-13 02:35:40.169398,2021-07-13 05:38:40.169398,183
EQ0019,2022-12-02 02:35:40.169398,2022-12-02 03:26:40.169398,51
EQ0019,2022-11-29 02:35:40.169398,2022-11-29 03:12:40.169398,37
EQ0019,2022-08-27 02:35:40.169398,2022-08-27 04:55:40.169398,140
EQ0019,2021-10-03 02:35:40.169398,2021-10-03 05:51:40.169398,196
EQ0019,2022-10-04 02:35:40.169398,2022-10-04 05:26:40.169398,171
EQ0019,2021-09-30 02:35:40.169398,2021-09-30 05:07:40.169398,152
EQ0019,2021-05-23 02:35:40.169398,2021-05-23 06:31:40.169398,236
EQ0019,2021-06-08 02:35:40.169398,2021-06-08 04:15:40.169398,100
EQ0019,2021-08-16 02:35:40.169398,2021-08-16 06:02:40.169398,207
EQ0019,2022-05-02 02:35:40.169398,2022-05-02 05:29:40.169398,174
EQ0019,2022-02-23 02:35:40.169398,2022-02-23 03:21:40.169398,46
EQ0019,2022-11-06 02:35:40.169398,2022-11-06 03:16:40.169398,41
EQ0019,2021-09-12 02:35:40.169398,2021-09-12 04:24:40.169398,109
EQ0019,2021-09-27 02:35:40.169398,2021-09-27 04:33:40.169398,118
EQ0019,2022-10-08 02:35:40.169398,2022-10-08 06:13:40.169398,218
EQ0019,2022-07-23 02:35:40.169398,2022-07-23 03:57:40.169398,82
EQ0019,2023-04-03 02:35:40.169398,2023-04-03 03:44:40.169398,69
EQ0019,2021-07-13 02:35:40.169398,2021-07-13 05:14:40.169398,159
EQ0019,2022-10-04 02:35:40.169398,2022-10-04 03:22:40.169398,47
EQ0019,2023-05-20 02:35:40.169398,2023-05-20 03:12:40.169398,37
EQ0019,2021-05-30 02:35:40.169398,2021-05-30 05:24:40.169398,169
EQ0019,2021-10-02 02:35:40.169398,2021-10-02 03:15:40.169398,40
EQ0019,2021-08-23 02:35:40.169398,2021-08-23 03:42:40.169398,67
EQ0019,2021-10-09 02:35:40.169398,2021-10-09 06:29:40.169398,234
EQ0019,2023-03-23 02:35:40.169398,2023-03-23 03:18:40.169398,43
EQ0019,2022-03-15 02:35:40.169398,2022-03-15 03:16:40.169398,41
EQ0019,2021-12-10 02:35:40.169398,2021-12-10 05:15:40.169398,160
EQ0019,2022-01-22 02:35:40.169398,2022-01-22 06:29:40.169398,234
EQ0019,2021-10-08 02:35:40.169398,2021-10-08 05:12:40.169398,157
EQ0019,2022-12-20 02:35:40.169398,2022-12-20 06:29:40.169398,234
EQ0019,2021-09-25 02:35:40.169398,2021-09-25 03:18:40.169398,43
EQ0019,2021-09-09 02:35:40.169398,2021-09-09 04:55:40.169398,140
EQ0019,2022-06-23 02:35:40.169398,2022-06-23 05:00:40.169398,145
EQ0019,2021-08-11 02:35:40.169398,2021-08-11 03:14:40.169398,39
EQ0019,2022-08-31 02:35:40.169398,2022-08-31 06:02:40.169398,207
EQ0019,2023-02-14 02:35:40.169398,2023-02-14 05:35:40.169398,180
EQ0019,2023-03-23 02:35:40.169398,2023-03-23 06:19:40.169398,224
EQ0019,2021-11-18 02:35:40.169398,2021-11-18 03:17:40.169398,42
EQ0019,2022-08-04 02:35:40.169398,2022-08-04 06:31:40.169398,236
EQ0019,2021-10-04 02:35:40.169398,2021-10-04 04:57:40.169398,142
EQ0019,2022-09-09 02:35:40.169398,2022-09-09 04:06:40.169398,91
EQ0019,2022-04-08 02:35:40.169398,2022-04-08 05:39:40.169398,184
EQ0019,2023-01-25 02:35:40.169398,2023-01-25 03:51:40.169398,76
EQ0019,2022-02-25 02:35:40.169398,2022-02-25 04:29:40.169398,114
EQ0019,2022-06-01 02:35:40.169398,2022-06-01 04:53:40.169398,138
EQ0019,2022-03-21 02:35:40.169398,2022-03-21 05:24:40.169398,169
EQ0019,2022-02-09 02:35:40.169398,2022-02-09 04:40:40.169398,125
EQ0019,2021-07-27 02:35:40.169398,2021-07-27 06:23:40.169398,228
EQ0019,2022-03-13 02:35:40.169398,2022-03-13 03:34:40.169398,59
EQ0019,2022-09-03 02:35:40.169398,2022-09-03 06:20:40.169398,225
EQ0019,2023-02-22 02:35:40.169398,2023-02-22 06:34:40.169398,239
EQ0019,2021-07-06 02:35:40.169398,2021-07-06 03:58:40.169398,83
EQ0019,2021-11-30 02:35:40.169398,2021-11-30 04:49:40.169398,134
EQ0019,2022-11-13 02:35:40.169398,2022-11-13 04:02:40.169398,87
EQ0019,2022-03-18 02:35:40.169398,2022-03-18 04:17:40.169398,102
EQ0019,2022-04-26 02:35:40.169398,2022-04-26 05:38:40.169398,183
EQ0019,2021-10-07 02:35:40.169398,2021-10-07 04:03:40.169398,88
EQ0019,2022-06-21 02:35:40.169398,2022-06-21 04:35:40.169398,120
EQ0019,2022-02-18 02:35:40.169398,2022-02-18 03:05:40.169398,30
EQ0019,2022-11-09 02:35:40.169398,2022-11-09 03:48:40.169398,73
EQ0019,2023-01-09 02:35:40.169398,2023-01-09 05:46:40.169398,191
EQ0019,2021-11-28 02:35:40.169398,2021-11-28 06:16:40.169398,221
EQ0019,2021-08-16 02:35:40.169398,2021-08-16 06:21:40.169398,226
EQ0019,2021-07-14 02:35:40.169398,2021-07-14 05:13:40.169398,158
EQ0019,2021-09-23 02:35:40.169398,2021-09-23 06:07:40.169398,212
EQ0019,2021-09-29 02:35:40.169398,2021-09-29 05:15:40.169398,160
EQ0019,2022-09-03 02:35:40.169398,2022-09-03 04:49:40.169398,134
EQ0019,2022-05-04 02:35:40.169398,2022-05-04 05:18:40.169398,163
EQ0019,2021-08-02 02:35:40.169398,2021-08-02 06:28:40.169398,233
EQ0019,2022-01-06 02:35:40.169398,2022-01-06 05:18:40.169398,163
EQ0019,2021-07-17 02:35:40.169398,2021-07-17 03:49:40.169398,74
EQ0019,2021-06-23 02:35:40.169398,2021-06-23 03:46:40.169398,71
EQ0019,2022-01-06 02:35:40.169398,2022-01-06 05:06:40.169398,151
EQ0019,2022-01-11 02:35:40.169398,2022-01-11 06:17:40.169398,222
EQ0019,2021-09-29 02:35:40.169398,2021-09-29 04:33:40.169398,118
EQ0019,2022-01-26 02:35:40.169398,2022-01-26 04:21:40.169398,106
EQ0019,2023-03-06 02:35:40.169398,2023-03-06 05:40:40.169398,185
EQ0019,2021-06-03 02:35:40.169398,2021-06-03 05:21:40.169398,166
EQ0019,2022-03-30 02:35:40.169398,2022-03-30 04:23:40.169398,108
EQ0019,2021-12-10 02:35:40.169398,2021-12-10 03:52:40.169398,77
EQ0019,2023-03-08 02:35:40.169398,2023-03-08 04:51:40.169398,136
EQ0019,2021-11-19 02:35:40.169398,2021-11-19 03:44:40.169398,69
EQ0019,2023-03-06 02:35:40.169398,2023-03-06 05:03:40.169398,148
EQ0019,2022-12-06 02:35:40.169398,2022-12-06 03:21:40.169398,46
EQ0019,2022-06-10 02:35:40.169398,2022-06-10 04:23:40.169398,108
EQ0019,2022-01-22 02:35:40.169398,2022-01-22 04:01:40.169398,86
EQ0019,2022-06-16 02:35:40.169398,2022-06-16 04:24:40.169398,109
EQ0019,2022-08-05 02:35:40.169398,2022-08-05 04:03:40.169398,88
EQ0019,2022-04-06 02:35:40.169398,2022-04-06 05:13:40.169398,158
EQ0019,2022-02-12 02:35:40.169398,2022-02-12 05:14:40.169398,159
EQ0019,2023-04-05 02:35:40.169398,2023-04-05 03:07:40.169398,32
EQ0019,2022-04-25 02:35:40.169398,2022-04-25 03:23:40.169398,48
EQ0019,2022-05-16 02:35:40.169398,2022-05-16 04:53:40.169398,138
EQ0019,2022-09-25 02:35:40.169398,2022-09-25 03:59:40.169398,84
EQ0019,2021-07-03 02:35:40.169398,2021-07-03 05:10:40.169398,155
EQ0019,2022-10-10 02:35:40.169398,2022-10-10 04:27:40.169398,112
EQ0019,2021-08-05 02:35:40.169398,2021-08-05 05:56:40.169398,201
EQ0019,2021-09-21 02:35:40.169398,2021-09-21 04:26:40.169398,111
EQ0019,2021-08-09 02:35:40.169398,2021-08-09 03:51:40.169398,76
EQ0019,2022-05-06 02:35:40.169398,2022-05-06 04:51:40.169398,136
EQ0019,2023-05-10 02:35:40.169398,2023-05-10 04:29:40.169398,114
EQ0019,2022-10-24 02:35:40.169398,2022-10-24 03:45:40.169398,70
EQ0019,2021-11-01 02:35:40.169398,2021-11-01 06:03:40.169398,208
EQ0019,2022-05-11 02:35:40.169398,2022-05-11 04:39:40.169398,124
EQ0019,2023-04-20 02:35:40.169398,2023-04-20 03:22:40.169398,47
EQ0019,2021-11-12 02:35:40.169398,2021-11-12 04:34:40.169398,119
EQ0019,2022-12-20 02:35:40.169398,2022-12-20 05:41:40.169398,186
EQ0019,2021-06-30 02:35:40.169398,2021-06-30 06:34:40.169398,239
EQ0019,2022-03-23 02:35:40.169398,2022-03-23 04:48:40.169398,133
EQ0019,2022-06-26 02:35:40.169398,2022-06-26 04:18:40.169398,103
EQ0019,2022-09-30 02:35:40.169398,2022-09-30 04:31:40.169398,116
EQ0019,2023-04-17 02:35:40.169398,2023-04-17 06:19:40.169398,224
EQ0019,2022-10-11 02:35:40.169398,2022-10-11 05:26:40.169398,171
EQ0019,2022-04-13 02:35:40.169398,2022-04-13 05:48:40.169398,193
EQ0019,2021-07-08 02:35:40.169398,2021-07-08 04:12:40.169398,97
EQ0019,2021-06-23 02:35:40.169398,2021-06-23 06:27:40.169398,232
EQ0019,2022-02-25 02:35:40.169398,2022-02-25 04:52:40.169398,137
EQ0019,2022-10-10 02:35:40.169398,2022-10-10 05:10:40.169398,155
EQ0019,2023-02-02 02:35:40.169398,2023-02-02 05:31:40.169398,176
EQ0019,2022-07-31 02:35:40.169398,2022-07-31 06:26:40.169398,231
EQ0019,2021-09-05 02:35:40.169398,2021-09-05 05:41:40.169398,186
EQ0019,2023-03-04 02:35:40.169398,2023-03-04 06:16:40.169398,221
EQ0019,2022-05-06 02:35:40.169398,2022-05-06 04:44:40.169398,129
EQ0019,2022-05-08 02:35:40.169398,2022-05-08 05:37:40.169398,182
EQ0019,2022-06-30 02:35:40.169398,2022-06-30 05:57:40.169398,202
EQ0019,2021-06-28 02:35:40.169398,2021-06-28 04:38:40.169398,123
EQ0019,2023-02-25 02:35:40.169398,2023-02-25 05:23:40.169398,168
EQ0019,2022-06-05 02:35:40.169398,2022-06-05 05:03:40.169398,148
EQ0019,2021-09-26 02:35:40.169398,2021-09-26 04:52:40.169398,137
EQ0019,2022-04-05 02:35:40.169398,2022-04-05 06:30:40.169398,235
EQ0019,2023-02-07 02:35:40.169398,2023-02-07 03:28:40.169398,53
EQ0019,2022-02-20 02:35:40.169398,2022-02-20 04:05:40.169398,90
EQ0019,2021-11-22 02:35:40.169398,2021-11-22 04:08:40.169398,93
EQ0019,2022-07-07 02:35:40.169398,2022-07-07 03:21:40.169398,46
EQ0019,2023-05-10 02:35:40.169398,2023-05-10 04:40:40.169398,125
EQ0019,2022-12-26 02:35:40.169398,2022-12-26 03:28:40.169398,53
EQ0019,2022-10-05 02:35:40.169398,2022-10-05 05:10:40.169398,155
EQ0019,2022-07-15 02:35:40.169398,2022-07-15 05:20:40.169398,165
EQ0019,2021-12-04 02:35:40.169398,2021-12-04 05:35:40.169398,180
EQ0019,2023-03-08 02:35:40.169398,2023-03-08 05:57:40.169398,202
EQ0019,2022-03-19 02:35:40.169398,2022-03-19 05:24:40.169398,169
EQ0019,2021-07-21 02:35:40.169398,2021-07-21 06:30:40.169398,235
EQ0019,2022-10-15 02:35:40.169398,2022-10-15 04:36:40.169398,121
EQ0019,2022-06-12 02:35:40.169398,2022-06-12 05:39:40.169398,184
EQ0019,2021-07-17 02:35:40.169398,2021-07-17 06:27:40.169398,232
EQ0019,2021-07-07 02:35:40.169398,2021-07-07 05:12:40.169398,157
EQ0019,2023-05-19 02:35:40.169398,2023-05-19 05:36:40.169398,181
EQ0019,2023-01-23 02:35:40.169398,2023-01-23 04:17:40.169398,102
EQ0019,2022-07-13 02:35:40.169398,2022-07-13 03:59:40.169398,84
EQ0019,2021-10-04 02:35:40.169398,2021-10-04 03:06:40.169398,31
EQ0019,2022-04-27 02:35:40.169398,2022-04-27 03:43:40.169398,68
EQ0019,2021-11-18 02:35:40.169398,2021-11-18 05:07:40.169398,152
EQ0019,2023-03-26 02:35:40.169398,2023-03-26 06:04:40.169398,209
EQ0019,2022-06-04 02:35:40.169398,2022-06-04 03:33:40.169398,58
EQ0019,2021-06-07 02:35:40.169398,2021-06-07 05:51:40.169398,196
EQ0019,2022-11-14 02:35:40.169398,2022-11-14 03:12:40.169398,37
EQ0019,2022-05-18 02:35:40.169398,2022-05-18 03:45:40.169398,70
EQ0019,2022-02-03 02:35:40.169398,2022-02-03 05:45:40.169398,190
EQ0019,2022-10-30 02:35:40.169398,2022-10-30 03:54:40.169398,79
EQ0019,2023-05-16 02:35:40.169398,2023-05-16 05:41:40.169398,186
EQ0019,2023-03-20 02:35:40.169398,2023-03-20 03:49:40.169398,74
EQ0019,2023-04-25 02:35:40.169398,2023-04-25 05:41:40.169398,186
EQ0019,2022-12-21 02:35:40.169398,2022-12-21 03:10:40.169398,35
EQ0019,2022-02-28 02:35:40.169398,2022-02-28 05:43:40.169398,188
EQ0019,2021-12-20 02:35:40.169398,2021-12-20 04:03:40.169398,88
EQ0019,2022-07-04 02:35:40.169398,2022-07-04 06:20:40.169398,225
EQ0019,2021-12-07 02:35:40.169398,2021-12-07 06:20:40.169398,225
EQ0019,2021-11-07 02:35:40.169398,2021-11-07 05:07:40.169398,152
EQ0019,2023-04-30 02:35:40.169398,2023-04-30 04:35:40.169398,120
EQ0019,2022-09-28 02:35:40.169398,2022-09-28 03:18:40.169398,43
EQ0019,2021-09-22 02:35:40.169398,2021-09-22 03:53:40.169398,78
EQ0019,2023-01-22 02:35:40.169398,2023-01-22 05:44:40.169398,189
EQ0019,2021-10-06 02:35:40.169398,2021-10-06 04:25:40.169398,110
EQ0019,2022-12-28 02:35:40.169398,2022-12-28 03:56:40.169398,81
EQ0019,2022-03-12 02:35:40.169398,2022-03-12 06:19:40.169398,224
EQ0019,2022-06-12 02:35:40.169398,2022-06-12 03:43:40.169398,68
EQ0019,2022-03-25 02:35:40.169398,2022-03-25 03:44:40.169398,69
EQ0019,2022-01-16 02:35:40.169398,2022-01-16 05:01:40.169398,146
EQ0019,2022-01-03 02:35:40.169398,2022-01-03 04:41:40.169398,126
EQ0019,2022-07-07 02:35:40.169398,2022-07-07 03:55:40.169398,80
EQ0019,2022-05-09 02:35:40.169398,2022-05-09 06:08:40.169398,213
EQ0019,2023-03-09 02:35:40.169398,2023-03-09 05:48:40.169398,193
EQ0019,2021-08-06 02:35:40.169398,2021-08-06 05:25:40.169398,170
EQ0019,2021-10-13 02:35:40.169398,2021-10-13 05:59:40.169398,204
EQ0019,2021-07-22 02:35:40.169398,2021-07-22 04:32:40.169398,117
EQ0019,2022-09-17 02:35:40.169398,2022-09-17 05:18:40.169398,163
EQ0019,2023-01-27 02:35:40.169398,2023-01-27 05:14:40.169398,159
EQ0019,2022-02-14 02:35:40.169398,2022-02-14 05:48:40.169398,193
EQ0019,2023-02-04 02:35:40.169398,2023-02-04 04:48:40.169398,133
EQ0019,2022-12-05 02:35:40.169398,2022-12-05 05:11:40.169398,156
EQ0019,2022-03-06 02:35:40.169398,2022-03-06 03:41:40.169398,66
EQ0019,2022-10-26 02:35:40.169398,2022-10-26 03:07:40.169398,32
EQ0019,2021-12-01 02:35:40.169398,2021-12-01 06:24:40.169398,229
EQ0019,2022-09-11 02:35:40.169398,2022-09-11 06:29:40.169398,234
EQ0019,2022-04-02 02:35:40.169398,2022-04-02 05:30:40.169398,175
EQ0019,2022-06-12 02:35:40.169398,2022-06-12 05:33:40.169398,178
EQ0019,2022-10-26 02:35:40.169398,2022-10-26 05:38:40.169398,183
EQ0019,2022-02-18 02:35:40.169398,2022-02-18 06:00:40.169398,205
EQ0019,2022-07-30 02:35:40.169398,2022-07-30 06:14:40.169398,219
EQ0019,2023-02-13 02:35:40.169398,2023-02-13 04:06:40.169398,91
EQ0019,2023-03-30 02:35:40.169398,2023-03-30 04:40:40.169398,125
EQ0019,2023-03-16 02:35:40.169398,2023-03-16 03:31:40.169398,56
EQ0019,2022-06-13 02:35:40.169398,2022-06-13 03:20:40.169398,45
EQ0019,2021-10-17 02:35:40.169398,2021-10-17 05:16:40.169398,161
EQ0019,2022-10-02 02:35:40.169398,2022-10-02 05:46:40.169398,191
EQ0019,2021-08-15 02:35:40.169398,2021-08-15 03:41:40.169398,66
EQ0019,2022-04-23 02:35:40.169398,2022-04-23 04:16:40.169398,101
EQ0019,2022-06-24 02:35:40.169398,2022-06-24 06:25:40.169398,230
EQ0019,2022-06-30 02:35:40.169398,2022-06-30 06:11:40.169398,216
EQ0019,2022-10-24 02:35:40.169398,2022-10-24 05:20:40.169398,165
EQ0019,2022-08-03 02:35:40.169398,2022-08-03 03:37:40.169398,62
EQ0019,2023-02-27 02:35:40.169398,2023-02-27 03:10:40.169398,35
EQ0019,2022-12-08 02:35:40.169398,2022-12-08 06:17:40.169398,222
EQ0019,2023-04-12 02:35:40.169398,2023-04-12 03:13:40.169398,38
EQ0019,2021-12-05 02:35:40.169398,2021-12-05 05:40:40.169398,185
EQ0019,2021-07-25 02:35:40.169398,2021-07-25 03:42:40.169398,67
EQ0019,2021-09-29 02:35:40.169398,2021-09-29 03:52:40.169398,77
EQ0019,2021-12-12 02:35:40.169398,2021-12-12 04:30:40.169398,115
EQ0019,2023-01-12 02:35:40.169398,2023-01-12 06:32:40.169398,237
EQ0019,2021-12-19 02:35:40.169398,2021-12-19 03:28:40.169398,53
EQ0019,2022-09-27 02:35:40.169398,2022-09-27 05:45:40.169398,190
EQ0019,2021-10-15 02:35:40.169398,2021-10-15 05:56:40.169398,201
EQ0019,2021-12-10 02:35:40.169398,2021-12-10 03:21:40.169398,46
EQ0019,2022-09-14 02:35:40.169398,2022-09-14 05:30:40.169398,175
EQ0019,2022-07-03 02:35:40.169398,2022-07-03 03:18:40.169398,43
EQ0019,2022-05-02 02:35:40.169398,2022-05-02 03:52:40.169398,77
EQ0019,2021-06-18 02:35:40.169398,2021-06-18 05:04:40.169398,149
EQ0019,2022-07-30 02:35:40.169398,2022-07-30 05:49:40.169398,194
EQ0019,2022-10-11 02:35:40.169398,2022-10-11 06:02:40.169398,207
EQ0019,2021-09-30 02:35:40.169398,2021-09-30 04:05:40.169398,90
EQ0019,2022-09-07 02:35:40.169398,2022-09-07 04:27:40.169398,112
EQ0019,2022-08-15 02:35:40.169398,2022-08-15 03:18:40.169398,43
EQ0019,2022-10-04 02:35:40.169398,2022-10-04 06:13:40.169398,218
EQ0019,2022-10-26 02:35:40.169398,2022-10-26 03:18:40.169398,43
EQ0019,2022-06-01 02:35:40.169398,2022-06-01 03:06:40.169398,31
EQ0019,2022-07-09 02:35:40.169398,2022-07-09 06:10:40.169398,215
EQ0019,2022-08-16 02:35:40.169398,2022-08-16 03:51:40.169398,76
EQ0019,2022-03-31 02:35:40.169398,2022-03-31 03:58:40.169398,83
EQ0019,2022-08-25 02:35:40.169398,2022-08-25 06:31:40.169398,236
EQ0019,2023-03-03 02:35:40.169398,2023-03-03 04:35:40.169398,120
EQ0019,2021-11-12 02:35:40.169398,2021-11-12 05:09:40.169398,154
EQ0019,2022-11-25 02:35:40.169398,2022-11-25 04:57:40.169398,142
EQ0019,2021-10-16 02:35:40.169398,2021-10-16 06:25:40.169398,230
EQ0019,2021-08-06 02:35:40.169398,2021-08-06 06:24:40.169398,229
EQ0019,2022-02-09 02:35:40.169398,2022-02-09 05:03:40.169398,148
EQ0019,2022-12-04 02:35:40.169398,2022-12-04 05:35:40.169398,180
EQ0019,2022-03-21 02:35:40.169398,2022-03-21 03:11:40.169398,36
EQ0019,2022-08-13 02:35:40.169398,2022-08-13 05:15:40.169398,160
EQ0019,2022-02-16 02:35:40.169398,2022-02-16 05:55:40.169398,200
EQ0019,2021-10-16 02:35:40.169398,2021-10-16 03:29:40.169398,54
EQ0019,2021-11-18 02:35:40.169398,2021-11-18 06:00:40.169398,205
EQ0019,2023-01-05 02:35:40.169398,2023-01-05 05:13:40.169398,158
EQ0019,2022-10-18 02:35:40.169398,2022-10-18 03:21:40.169398,46
EQ0019,2023-02-07 02:35:40.169398,2023-02-07 06:06:40.169398,211
EQ0019,2022-05-16 02:35:40.169398,2022-05-16 05:58:40.169398,203
EQ0019,2021-07-16 02:35:40.169398,2021-07-16 03:58:40.169398,83
EQ0019,2021-06-18 02:35:40.169398,2021-06-18 05:41:40.169398,186
EQ0019,2022-06-27 02:35:40.169398,2022-06-27 05:47:40.169398,192
EQ0019,2021-08-15 02:35:40.169398,2021-08-15 04:58:40.169398,143
EQ0019,2021-10-07 02:35:40.169398,2021-10-07 03:26:40.169398,51
EQ0019,2022-06-16 02:35:40.169398,2022-06-16 03:17:40.169398,42
EQ0019,2021-11-25 02:35:40.169398,2021-11-25 04:14:40.169398,99
EQ0019,2022-06-09 02:35:40.169398,2022-06-09 04:06:40.169398,91
EQ0019,2021-09-24 02:35:40.169398,2021-09-24 04:55:40.169398,140
EQ0019,2022-05-05 02:35:40.169398,2022-05-05 05:27:40.169398,172
EQ0019,2022-01-05 02:35:40.169398,2022-01-05 04:51:40.169398,136
EQ0019,2023-01-27 02:35:40.169398,2023-01-27 04:22:40.169398,107
EQ0019,2022-10-21 02:35:40.169398,2022-10-21 06:05:40.169398,210
EQ0019,2021-10-09 02:35:40.169398,2021-10-09 05:51:40.169398,196
EQ0019,2022-12-30 02:35:40.169398,2022-12-30 05:34:40.169398,179
EQ0019,2022-06-23 02:35:40.169398,2022-06-23 04:38:40.169398,123
EQ0019,2022-04-04 02:35:40.169398,2022-04-04 05:33:40.169398,178
EQ0019,2022-09-28 02:35:40.169398,2022-09-28 04:31:40.169398,116
EQ0019,2021-12-12 02:35:40.169398,2021-12-12 04:19:40.169398,104
EQ0019,2022-03-09 02:35:40.169398,2022-03-09 05:13:40.169398,158
EQ0019,2023-02-07 02:35:40.169398,2023-02-07 04:46:40.169398,131
EQ0019,2021-09-08 02:35:40.169398,2021-09-08 05:05:40.169398,150
EQ0019,2022-05-09 02:35:40.169398,2022-05-09 04:16:40.169398,101
EQ0019,2022-04-04 02:35:40.169398,2022-04-04 03:12:40.169398,37
EQ0019,2022-09-13 02:35:40.169398,2022-09-13 04:59:40.169398,144
EQ0019,2023-04-18 02:35:40.169398,2023-04-18 04:58:40.169398,143
EQ0019,2022-06-13 02:35:40.169398,2022-06-13 04:43:40.169398,128
EQ0019,2022-02-04 02:35:40.169398,2022-02-04 03:52:40.169398,77
EQ0019,2022-10-12 02:35:40.169398,2022-10-12 03:18:40.169398,43
EQ0019,2022-03-07 02:35:40.169398,2022-03-07 04:37:40.169398,122
EQ0019,2021-10-26 02:35:40.169398,2021-10-26 04:52:40.169398,137
EQ0019,2023-03-02 02:35:40.169398,2023-03-02 03:30:40.169398,55
EQ0019,2023-01-29 02:35:40.169398,2023-01-29 05:34:40.169398,179
EQ0019,2023-01-30 02:35:40.169398,2023-01-30 04:05:40.169398,90
EQ0019,2023-03-23 02:35:40.169398,2023-03-23 03:08:40.169398,33
EQ0019,2021-08-11 02:35:40.169398,2021-08-11 04:48:40.169398,133
EQ0019,2022-06-18 02:35:40.169398,2022-06-18 03:26:40.169398,51
EQ0019,2022-09-12 02:35:40.169398,2022-09-12 04:36:40.169398,121
EQ0019,2022-08-17 02:35:40.169398,2022-08-17 04:24:40.169398,109
EQ0019,2021-06-01 02:35:40.169398,2021-06-01 04:21:40.169398,106
EQ0019,2021-06-07 02:35:40.169398,2021-06-07 06:28:40.169398,233
EQ0019,2022-11-15 02:35:40.169398,2022-11-15 05:26:40.169398,171
EQ0019,2022-02-22 02:35:40.169398,2022-02-22 06:18:40.169398,223
EQ0019,2022-09-01 02:35:40.169398,2022-09-01 06:27:40.169398,232
EQ0019,2022-01-22 02:35:40.169398,2022-01-22 03:53:40.169398,78
EQ0019,2022-09-18 02:35:40.169398,2022-09-18 03:16:40.169398,41
EQ0019,2023-03-23 02:35:40.169398,2023-03-23 03:28:40.169398,53
EQ0019,2021-10-16 02:35:40.169398,2021-10-16 03:48:40.169398,73
EQ0019,2021-12-15 02:35:40.169398,2021-12-15 06:22:40.169398,227
EQ0019,2023-01-08 02:35:40.169398,2023-01-08 05:09:40.169398,154
EQ0019,2022-10-25 02:35:40.169398,2022-10-25 05:58:40.169398,203
EQ0019,2021-12-06 02:35:40.169398,2021-12-06 03:56:40.169398,81
EQ0019,2021-11-23 02:35:40.169398,2021-11-23 04:45:40.169398,130
EQ0019,2022-12-25 02:35:40.169398,2022-12-25 06:23:40.169398,228
EQ0019,2022-08-29 02:35:40.169398,2022-08-29 05:06:40.169398,151
EQ0019,2022-01-07 02:35:40.169398,2022-01-07 03:14:40.169398,39
EQ0019,2023-03-21 02:35:40.169398,2023-03-21 04:43:40.169398,128
EQ0019,2023-02-18 02:35:40.169398,2023-02-18 03:13:40.169398,38
EQ0019,2022-01-27 02:35:40.169398,2022-01-27 03:39:40.169398,64
EQ0019,2021-09-02 02:35:40.169398,2021-09-02 05:29:40.169398,174
