equipment_id,maintenance_date,maintenance_type,days_since_last,usage_since_last
EQ0026,2022-01-28 06:23:40.169485,preventive,4,1139
EQ0026,2022-02-15 06:13:40.169485,corrective,12,1008
EQ0026,2022-02-22 06:08:40.169485,routine,2,1148
EQ0026,2022-03-06 06:18:40.169485,routine,7,1259
EQ0026,2022-03-20 06:04:40.169485,routine,9,1110
EQ0026,2022-04-06 06:00:40.169485,routine,11,1157
EQ0026,2022-04-18 05:40:40.169485,routine,7,1067
EQ0026,2022-04-28 04:53:40.169485,preventive,6,1190
EQ0026,2022-05-15 05:31:40.169485,routine,14,823
EQ0026,2022-06-02 06:05:40.169485,routine,12,1202
EQ0026,2022-06-13 04:49:40.169485,routine,9,1287
EQ0026,2022-07-05 05:49:40.169485,corrective,15,1260
EQ0026,2022-07-15 04:45:40.169485,corrective,3,969
EQ0026,2022-07-17 03:56:40.169485,routine,-5,1005
EQ0026,2022-07-23 03:17:40.169485,corrective,1,901
EQ0026,2022-07-26 06:32:40.169485,routine,1,1159
EQ0026,2022-08-07 04:22:40.169485,routine,6,1021
EQ0026,2022-08-26 05:00:40.169485,routine,15,1043
EQ0026,2022-09-16 06:23:40.169485,preventive,16,1081
EQ0026,2022-09-25 03:59:40.169485,routine,4,1011
EQ0026,2022-10-09 05:29:40.169485,preventive,11,1220
EQ0026,2022-10-28 05:52:40.169485,routine,12,1083
EQ0026,2022-11-17 05:14:40.169485,routine,16,1090
EQ0026,2022-12-08 06:17:40.169485,routine,18,1253
EQ0026,2022-12-17 04:18:40.169485,routine,6,1023
EQ0026,2023-01-02 04:47:40.169485,routine,13,1082
EQ0026,2023-01-14 05:43:40.169485,corrective,8,1059
EQ0026,2023-01-22 06:00:40.169485,routine,3,1118
EQ0026,2023-02-03 03:05:40.169485,routine,8,1133
EQ0026,2023-02-05 06:24:40.169485,routine,0,1064
EQ0026,2023-02-22 03:26:40.169485,routine,13,1000
EQ0026,2023-03-08 03:05:40.169485,routine,8,887
EQ0026,2023-03-13 04:35:40.169485,routine,3,931
EQ0026,2023-03-29 04:40:40.169485,preventive,10,1034
EQ0026,2023-04-14 06:17:40.169485,routine,11,1196
EQ0026,2023-04-24 05:28:40.169485,routine,6,1166
EQ0026,2023-05-09 04:21:40.169485,routine,11,1036
EQ0026,2023-05-17 05:41:40.169485,corrective,4,1027
EQ0026,2023-06-04 04:38:40.169485,routine,14,1007
EQ0026,2023-06-14 06:27:40.169485,routine,8,1204
EQ0026,2023-06-29 04:34:40.169485,routine,11,1097
EQ0026,2023-07-10 04:55:40.169485,routine,6,1211
EQ0026,2023-08-03 04:40:40.169485,routine,19,1194
EQ0026,2023-08-08 05:36:40.169485,routine,3,1113
EQ0026,2023-08-15 06:18:40.169485,routine,5,1110
EQ0026,2023-08-31 04:27:40.169485,routine,11,899
EQ0026,2023-09-17 06:26:40.169485,routine,11,1109
EQ0026,2023-09-22 04:48:40.169485,preventive,2,982
EQ0027,2022-05-29 03:56:40.169500,routine,14,1098
EQ0027,2022-06-02 05:49:40.169500,routine,1,903
EQ0027,2022-06-10 06:04:40.169500,corrective,4,1068
EQ0027,2022-06-18 05:31:40.169500,routine,5,1066
EQ0027,2022-07-01 05:30:40.169500,routine,6,899
EQ0027,2022-07-07 05:09:40.169500,routine,2,984
EQ0027,2022-07-29 05:55:40.169500,routine,16,1335
EQ0027,2022-08-01 03:29:40.169500,routine,-1,1111
EQ0027,2022-08-11 05:00:40.169500,routine,7,959
EQ0027,2022-08-19 04:39:40.169500,routine,6,1035
EQ0027,2022-09-01 04:11:40.169500,preventive,6,1136
EQ0027,2022-08-30 03:25:40.169500,routine,-4,855
EQ0027,2022-09-06 05:53:40.169500,routine,5,919
EQ0027,2022-09-15 05:35:40.169500,preventive,4,958
EQ0027,2022-09-23 06:00:40.169500,routine,1,1137
EQ0027,2022-09-26 04:01:40.169500,preventive,-1,826
EQ0027,2022-10-05 04:37:40.169500,routine,6,1048
EQ0027,2022-10-12 06:26:40.169500,routine,2,1086
EQ0027,2022-10-23 04:02:40.169500,routine,4,913
EQ0027,2022-10-27 03:47:40.169500,preventive,2,926
EQ0027,2022-11-13 04:59:40.169500,preventive,11,1015
EQ0027,2022-11-16 03:45:40.169500,routine,0,991
EQ0027,2022-11-22 06:19:40.169500,routine,2,935
EQ0027,2022-11-28 05:20:40.169500,preventive,3,876
EQ0027,2022-12-11 06:19:40.169500,routine,6,1073
EQ0027,2022-12-10 05:34:40.169500,corrective,-3,978
EQ0027,2022-12-25 03:29:40.169500,preventive,8,1024
EQ0027,2022-12-29 04:36:40.169500,routine,2,965
EQ0027,2023-01-02 05:58:40.169500,routine,2,998
EQ0027,2023-01-10 06:16:40.169500,routine,2,861
EQ0027,2023-01-17 04:50:40.169500,routine,0,839
EQ0027,2023-02-02 05:48:40.169500,routine,10,1148
EQ0027,2023-02-02 03:54:40.169500,corrective,-2,1148
EQ0027,2023-02-11 03:20:40.169500,routine,6,1022
EQ0027,2023-02-17 06:09:40.169500,routine,2,1203
EQ0027,2023-02-26 06:15:40.169500,routine,4,1205
EQ0027,2023-03-04 05:57:40.169500,routine,-1,856
EQ0027,2023-03-16 06:09:40.169500,routine,6,973
EQ0027,2023-03-19 04:38:40.169500,corrective,-1,1026
EQ0027,2023-03-29 05:39:40.169500,routine,6,1075
EQ0027,2023-04-12 03:55:40.169500,routine,9,1214
EQ0027,2023-04-17 04:37:40.169500,preventive,1,1108
EQ0027,2023-05-07 05:02:40.169500,routine,14,1141
EQ0027,2023-05-20 04:33:40.169500,preventive,7,1235
EQ0027,2023-05-24 05:48:40.169500,routine,-1,969
EQ0027,2023-05-31 05:10:40.169500,routine,4,936
EQ0027,2023-06-09 06:03:40.169500,routine,7,1019
EQ0027,2023-06-22 05:54:40.169500,routine,9,871
EQ0027,2023-06-28 05:08:40.169500,routine,3,1070
EQ0027,2023-07-13 03:11:40.169500,routine,11,1026
EQ0027,2023-07-23 04:58:40.169500,routine,5,981
EQ0027,2023-08-01 03:50:40.169500,routine,3,970
EQ0027,2023-08-05 05:48:40.169500,corrective,-2,1057
EQ0027,2023-08-13 04:40:40.169500,routine,5,1146
EQ0027,2023-08-21 03:31:40.169500,routine,6,1008
EQ0027,2023-08-30 05:54:40.169500,preventive,5,1078
EQ0027,2023-09-08 04:39:40.169500,routine,5,887
EQ0027,2023-09-10 03:55:40.169500,routine,0,838
EQ0027,2023-09-19 03:33:40.169500,routine,6,974
EQ0027,2023-09-28 05:15:40.169500,corrective,4,1047
EQ0027,2023-10-01 06:03:40.169500,routine,0,1002
EQ0027,2023-10-08 06:01:40.169500,routine,1,1157
EQ0027,2023-10-22 05:00:40.169500,routine,9,986
EQ0027,2023-11-05 04:02:40.169500,preventive,7,1100
EQ0027,2023-11-09 03:18:40.169500,routine,1,936
EQ0027,2023-11-28 03:14:40.169500,corrective,17,962
EQ0027,2023-12-04 05:22:40.169500,routine,3,949
EQ0027,2023-12-19 06:01:40.169500,routine,9,1130
EQ0027,2023-12-24 03:44:40.169500,preventive,1,914
EQ0027,2024-01-02 06:28:40.169500,corrective,6,978
EQ0027,2024-01-09 04:46:40.169500,routine,1,980
EQ0027,2024-01-12 06:19:40.169500,routine,-2,935
EQ0027,2024-01-29 05:02:40.169500,preventive,11,1254
EQ0027,2024-02-01 05:55:40.169500,routine,-3,1021
EQ0027,2024-02-04 03:45:40.169500,routine,-4,1065
EQ0027,2024-02-10 06:05:40.169500,routine,1,1074
EQ0027,2024-02-19 04:09:40.169500,routine,5,1277
EQ0027,2024-03-01 05:47:40.169500,preventive,4,1059
EQ0027,2024-03-09 05:03:40.169500,routine,3,1040
EQ0027,2024-03-18 04:38:40.169500,routine,4,1029
EQ0027,2024-03-28 03:44:40.169500,routine,4,989
EQ0027,2024-04-04 04:52:40.169500,routine,4,1021
EQ0027,2024-04-13 04:36:40.169500,routine,5,1165
EQ0027,2024-05-05 05:23:40.169500,routine,17,1041
EQ0027,2024-05-09 06:12:40.169500,routine,0,880
EQ0028,2021-10-20 03:50:40.169513,routine,9,1074
EQ0028,2021-10-23 04:31:40.169513,routine,-1,955
EQ0028,2021-10-30 04:03:40.169513,routine,2,1083
EQ0028,2021-11-10 05:43:40.169513,routine,4,838
EQ0028,2021-11-12 04:16:40.169513,routine,-1,1090
EQ0028,2021-11-18 06:15:40.169513,routine,4,1194
EQ0028,2021-11-29 05:34:40.169513,routine,4,1008
EQ0028,2021-12-09 04:16:40.169513,routine,3,950
EQ0028,2021-12-09 05:31:40.169513,routine,-3,897
EQ0028,2021-12-23 04:22:40.169513,routine,7,1192
EQ0028,2021-12-31 05:39:40.169513,routine,6,1207
EQ0028,2022-01-06 05:46:40.169513,corrective,1,1124
EQ0028,2022-01-12 06:03:40.169513,routine,0,1208
EQ0028,2022-01-19 05:58:40.169513,routine,4,1076
EQ0028,2022-01-31 04:29:40.169513,routine,7,856
EQ0028,2022-02-07 05:03:40.169513,routine,3,993
EQ0028,2022-02-22 03:45:40.169513,corrective,9,1078
EQ0028,2022-02-24 03:18:40.169513,preventive,-1,951
EQ0028,2022-03-08 03:42:40.169513,routine,7,986
EQ0028,2022-03-11 04:02:40.169513,corrective,-1,1106
EQ0028,2022-03-14 05:08:40.169513,routine,0,907
EQ0028,2022-03-24 05:13:40.169513,routine,8,1079
EQ0028,2022-04-02 05:01:40.169513,routine,3,870
EQ0028,2022-04-08 05:24:40.169513,routine,1,951
EQ0028,2022-04-09 06:28:40.169513,preventive,-2,1203
EQ0028,2022-04-21 05:08:40.169513,routine,5,1087
EQ0028,2022-04-30 05:15:40.169513,routine,2,1120
EQ0028,2022-05-04 03:31:40.169513,routine,-2,1108
EQ0028,2022-05-11 05:30:40.169513,preventive,3,1231
EQ0028,2022-05-19 04:15:40.169513,routine,4,1068
EQ0028,2022-05-30 06:01:40.169513,preventive,4,1143
EQ0028,2022-06-03 06:29:40.169513,routine,-3,1180
EQ0028,2022-06-13 05:08:40.169513,routine,3,1085
EQ0028,2022-06-22 04:56:40.169513,routine,2,1079
EQ0028,2022-06-23 06:01:40.169513,routine,-3,1140
EQ0028,2022-06-29 04:15:40.169513,routine,3,1122
EQ0028,2022-07-14 04:39:40.169513,routine,8,1102
EQ0028,2022-07-17 06:22:40.169513,routine,-3,963
EQ0028,2022-07-21 05:53:40.169513,routine,2,1222
EQ0028,2022-07-30 05:35:40.169513,corrective,5,1025
EQ0028,2022-08-07 03:20:40.169513,preventive,5,1085
EQ0028,2022-08-17 05:21:40.169513,routine,4,858
EQ0028,2022-08-30 03:53:40.169513,preventive,7,1098
EQ0028,2022-09-01 05:53:40.169513,routine,-2,1050
EQ0028,2022-09-08 05:33:40.169513,routine,1,888
EQ0028,2022-09-11 04:20:40.169513,routine,-1,888
EQ0028,2022-09-17 04:32:40.169513,corrective,4,1180
EQ0028,2022-09-18 05:18:40.169513,routine,-1,983
EQ0028,2022-09-29 05:14:40.169513,routine,5,898
EQ0028,2022-10-04 06:01:40.169513,routine,-2,1154
EQ0028,2022-10-13 04:56:40.169513,routine,5,1151
EQ0028,2022-10-19 03:41:40.169513,routine,1,1027
EQ0028,2022-10-26 05:07:40.169513,preventive,2,1167
EQ0028,2022-11-02 05:03:40.169513,routine,1,1181
EQ0028,2022-11-09 04:44:40.169513,routine,3,1000
EQ0028,2022-11-18 03:35:40.169513,corrective,3,967
EQ0028,2022-11-19 05:24:40.169513,routine,-3,985
EQ0028,2022-11-22 05:23:40.169513,preventive,0,1147
EQ0028,2022-12-05 05:34:40.169513,routine,8,1200
EQ0028,2022-12-10 05:41:40.169513,preventive,-1,880
EQ0028,2022-12-16 06:29:40.169513,routine,1,1048
EQ0028,2022-12-21 05:03:40.169513,routine,-2,1045
EQ0028,2022-12-31 03:55:40.169513,corrective,6,1028
EQ0028,2023-01-10 04:33:40.169513,preventive,4,1056
EQ0028,2023-01-11 05:37:40.169513,routine,-3,1270
EQ0028,2023-01-20 06:20:40.169513,corrective,2,1142
EQ0028,2023-01-27 04:19:40.169513,routine,3,1097
EQ0028,2023-02-04 03:17:40.169513,routine,4,1106
EQ0028,2023-02-07 05:35:40.169513,routine,0,933
EQ0028,2023-02-12 03:49:40.169513,routine,-1,1041
EQ0028,2023-02-18 06:01:40.169513,routine,-1,1159
EQ0028,2023-02-27 03:33:40.169513,routine,2,963
EQ0028,2023-03-07 06:30:40.169513,routine,3,1250
EQ0028,2023-03-15 05:16:40.169513,preventive,2,884
EQ0028,2023-03-19 05:15:40.169513,routine,2,1196
EQ0028,2023-03-26 05:54:40.169513,corrective,2,948
EQ0028,2023-03-30 04:42:40.169513,corrective,1,1040
EQ0028,2023-04-15 05:23:40.169513,preventive,9,1260
EQ0028,2023-04-18 05:11:40.169513,corrective,-1,1268
EQ0028,2023-04-23 04:24:40.169513,routine,2,1003
EQ0028,2023-05-04 04:54:40.169513,preventive,4,938
EQ0028,2023-05-12 04:16:40.169513,routine,1,1005
EQ0028,2023-05-19 04:49:40.169513,corrective,0,955
EQ0028,2023-05-24 05:10:40.169513,routine,1,1184
EQ0028,2023-06-06 05:39:40.169513,routine,8,1251
EQ0028,2023-06-15 05:32:40.169513,routine,2,848
EQ0028,2023-06-22 03:08:40.169513,routine,3,1058
EQ0028,2023-07-02 06:12:40.169513,routine,8,908
EQ0028,2023-07-10 06:20:40.169513,routine,4,911
EQ0028,2023-07-17 05:31:40.169513,routine,2,1007
EQ0028,2023-07-26 03:24:40.169513,routine,3,1045
EQ0028,2023-07-31 06:20:40.169513,routine,2,935
EQ0028,2023-08-12 05:05:40.169513,routine,6,1114
EQ0028,2023-08-14 05:59:40.169513,routine,0,1107
EQ0028,2023-08-22 03:36:40.169513,routine,5,983
EQ0028,2023-09-02 04:11:40.169513,routine,7,912
EQ0028,2023-09-11 03:07:40.169513,routine,2,1003
EQ0028,2023-09-16 06:23:40.169513,corrective,2,1116
EQ0028,2023-09-23 06:30:40.169513,routine,5,1098
EQ0028,2023-10-06 04:48:40.169513,routine,11,1122
EQ0029,2020-08-01 03:39:40.169533,routine,17,931
EQ0029,2020-08-08 04:34:40.169533,routine,5,977
EQ0029,2020-08-21 04:38:40.169533,corrective,11,1142
EQ0029,2020-09-07 06:02:40.169533,routine,13,1021
EQ0029,2020-09-20 03:20:40.169533,routine,8,890
EQ0029,2020-09-28 04:48:40.169533,routine,2,874
EQ0029,2020-10-10 04:19:40.169533,routine,8,1176
EQ0029,2020-10-24 06:29:40.169533,preventive,11,1011
EQ0029,2020-11-07 04:44:40.169533,routine,12,937
EQ0029,2020-12-09 05:35:40.169533,routine,25,1284
EQ0029,2020-12-15 05:25:40.169533,preventive,1,982
EQ0029,2020-12-31 04:42:40.169533,routine,10,1145
EQ0029,2021-01-14 06:22:40.169533,routine,7,1255
EQ0029,2021-01-22 05:52:40.169533,routine,5,970
EQ0029,2021-02-07 05:51:40.169533,routine,10,1014
EQ0029,2021-02-26 03:31:40.169533,corrective,13,869
EQ0029,2021-03-09 05:23:40.169533,preventive,4,1097
EQ0029,2021-03-25 05:31:40.169533,routine,10,1205
EQ0029,2021-04-07 05:05:40.169533,routine,7,1267
EQ0029,2021-04-14 05:52:40.169533,routine,3,1130
EQ0029,2021-05-01 04:24:40.169533,routine,10,965
EQ0029,2021-05-17 03:57:40.169533,routine,12,1061
EQ0029,2021-06-07 04:54:40.169533,routine,17,969
EQ0029,2021-06-30 06:20:40.169533,corrective,17,1184
EQ0029,2021-07-16 05:48:40.169533,routine,12,1177
EQ0029,2021-07-24 04:51:40.169533,routine,6,1058
EQ0029,2021-08-12 06:11:40.169533,corrective,15,1239
EQ0029,2021-08-26 04:37:40.169533,routine,8,1177
EQ0029,2021-09-19 04:08:40.169533,preventive,20,1253
EQ0029,2021-10-12 03:36:40.169533,preventive,20,926
EQ0029,2021-11-04 04:09:40.169533,corrective,17,1040
EQ0029,2021-11-12 05:55:40.169533,routine,4,1096
EQ0029,2021-11-25 05:41:40.169533,routine,8,949
EQ0029,2021-11-29 06:29:40.169533,routine,0,1205
EQ0029,2021-12-09 05:36:40.169533,routine,3,963
EQ0029,2021-12-15 05:06:40.169533,routine,1,1104
EQ0029,2021-12-23 04:35:40.169533,routine,3,931
EQ0029,2022-01-05 05:01:40.169533,routine,8,912
EQ0029,2022-01-17 05:20:40.169533,routine,8,1169
EQ0029,2022-01-23 03:50:40.169533,corrective,4,892
EQ0029,2022-02-25 03:55:40.169533,routine,30,1167
EQ0029,2022-03-16 03:53:40.169533,routine,14,1001
EQ0029,2022-04-01 04:44:40.169533,preventive,14,1141
EQ0029,2022-04-12 06:08:40.169533,routine,5,903
EQ0029,2022-04-14 04:24:40.169533,preventive,0,968
EQ0029,2022-05-12 05:54:40.169533,routine,21,1302
EQ0029,2022-05-20 06:06:40.169533,corrective,4,1149
EQ0029,2022-06-01 03:58:40.169533,corrective,7,1063
EQ0029,2022-06-19 03:53:40.169533,routine,13,900
EQ0029,2022-07-03 05:42:40.169533,routine,7,1160
EQ0029,2022-07-15 04:39:40.169533,routine,8,1156
EQ0030,2020-08-17 04:54:40.169558,routine,10,1117
EQ0030,2020-08-18 05:48:40.169558,preventive,-1,1081
EQ0030,2020-09-03 03:55:40.169558,routine,11,1149
EQ0030,2020-09-15 05:42:40.169558,preventive,7,866
EQ0030,2020-09-22 03:53:40.169558,routine,4,1092
EQ0030,2020-09-30 05:38:40.169558,corrective,4,990
EQ0030,2020-10-10 05:48:40.169558,routine,3,923
EQ0030,2020-10-14 03:12:40.169558,routine,-2,995
EQ0030,2020-10-21 03:58:40.169558,preventive,5,1134
EQ0030,2020-11-02 05:21:40.169558,corrective,9,1071
EQ0030,2020-11-08 05:33:40.169558,routine,3,981
EQ0030,2020-11-22 06:22:40.169558,routine,8,1042
EQ0030,2020-11-23 04:10:40.169558,preventive,-3,1063
EQ0030,2020-11-27 04:26:40.169558,routine,2,894
EQ0030,2020-12-09 03:58:40.169558,routine,8,1021
EQ0030,2020-12-19 04:06:40.169558,preventive,7,1098
EQ0030,2020-12-22 05:34:40.169558,routine,1,956
EQ0030,2020-12-28 06:18:40.169558,routine,3,999
EQ0030,2021-01-07 04:55:40.169558,routine,5,1006
EQ0030,2021-01-16 05:51:40.169558,routine,3,1115
EQ0030,2021-01-22 05:30:40.169558,routine,1,981
EQ0030,2021-01-26 03:19:40.169558,routine,-1,1013
EQ0030,2021-01-27 06:00:40.169558,routine,-2,1074
EQ0030,2021-02-09 05:44:40.169558,routine,6,1104
EQ0030,2021-02-12 03:56:40.169558,routine,-3,941
EQ0030,2021-02-19 05:05:40.169558,routine,3,1201
EQ0030,2021-02-19 05:46:40.169558,corrective,-3,940
EQ0030,2021-02-23 03:54:40.169558,routine,1,1031
EQ0030,2021-02-28 05:43:40.169558,preventive,2,1154
EQ0030,2021-03-08 06:11:40.169558,preventive,3,913
EQ0030,2021-03-12 04:21:40.169558,preventive,0,931
EQ0030,2021-03-18 05:38:40.169558,preventive,0,1083
EQ0030,2021-03-23 04:36:40.169558,preventive,0,1147
EQ0030,2021-04-02 04:29:40.169558,preventive,3,990
EQ0030,2021-04-04 03:55:40.169558,routine,0,1042
EQ0030,2021-04-10 03:08:40.169558,preventive,4,962
EQ0030,2021-04-18 03:53:40.169558,routine,6,1172
EQ0030,2021-05-03 05:11:40.169558,corrective,10,1209
EQ0030,2021-05-10 04:26:40.169558,routine,0,1070
EQ0030,2021-05-18 06:02:40.169558,corrective,2,1092
EQ0030,2021-05-24 04:44:40.169558,routine,2,1015
EQ0030,2021-05-30 06:30:40.169558,routine,2,1005
EQ0030,2021-06-10 04:29:40.169558,routine,4,1015
EQ0030,2021-06-15 06:32:40.169558,preventive,-2,970
EQ0030,2021-06-18 04:52:40.169558,corrective,-1,1250
EQ0030,2021-06-25 04:53:40.169558,routine,1,1083
EQ0030,2021-06-27 06:24:40.169558,routine,-1,978
EQ0030,2021-07-05 04:53:40.169558,routine,3,1053
EQ0030,2021-07-08 06:02:40.169558,routine,-1,1313
EQ0030,2021-07-18 05:04:40.169558,preventive,6,902
EQ0030,2021-07-25 05:20:40.169558,routine,1,1078
EQ0030,2021-07-30 04:20:40.169558,routine,-2,1240
EQ0030,2021-07-29 06:11:40.169558,routine,-3,1087
EQ0030,2021-08-10 03:10:40.169558,routine,6,889
EQ0030,2021-08-19 04:19:40.169558,routine,3,1240
EQ0030,2021-08-19 04:20:40.169558,preventive,-2,1083
EQ0030,2021-08-31 04:02:40.169558,preventive,7,905
EQ0030,2021-09-12 05:10:40.169558,preventive,5,1188
EQ0030,2021-09-16 04:44:40.169558,routine,1,965
EQ0030,2021-09-20 06:20:40.169558,corrective,0,887
EQ0030,2021-09-28 04:57:40.169558,routine,2,946
EQ0030,2021-10-01 04:24:40.169558,preventive,1,1052
EQ0030,2021-10-14 05:53:40.169558,preventive,6,1310
EQ0030,2021-10-16 05:21:40.169558,routine,0,1174
EQ0030,2021-10-21 05:36:40.169558,routine,3,913
EQ0030,2021-11-01 06:03:40.169558,routine,4,1059
EQ0030,2021-11-06 03:15:40.169558,corrective,1,845
EQ0030,2021-11-17 04:23:40.169558,routine,6,966
EQ0030,2021-11-21 05:47:40.169558,routine,-1,1270
EQ0030,2021-11-27 03:37:40.169558,routine,2,1024
EQ0030,2021-12-05 05:28:40.169558,routine,2,954
EQ0030,2021-12-10 05:08:40.169558,routine,-2,1336
EQ0030,2021-12-15 04:41:40.169558,corrective,3,1167
EQ0030,2021-12-23 05:27:40.169558,routine,2,1063
EQ0030,2021-12-27 04:13:40.169558,routine,-1,918
EQ0030,2022-01-03 05:19:40.169558,preventive,5,987
EQ0030,2022-01-09 05:36:40.169558,routine,4,1051
EQ0030,2022-01-20 05:36:40.169558,routine,7,1114
EQ0030,2022-01-25 05:58:40.169558,preventive,2,1149
EQ0030,2022-02-07 03:05:40.169558,corrective,10,998
EQ0030,2022-02-17 03:07:40.169558,corrective,3,900
EQ0030,2022-02-21 04:53:40.169558,routine,-2,1057
EQ0030,2022-02-27 06:03:40.169558,corrective,3,885
EQ0030,2022-03-02 06:03:40.169558,routine,0,965
EQ0030,2022-03-12 04:30:40.169558,routine,3,1006
EQ0030,2022-03-16 04:28:40.169558,routine,-1,1057
EQ0030,2022-03-22 05:05:40.169558,routine,3,1030
EQ0030,2022-03-25 05:57:40.169558,preventive,1,1152
EQ0030,2022-04-01 04:42:40.169558,preventive,2,1120
EQ0030,2022-04-04 06:02:40.169558,preventive,0,842
EQ0030,2022-04-08 06:33:40.169558,preventive,2,1083
EQ0030,2022-04-18 06:33:40.169558,routine,5,1051
EQ0030,2022-04-30 04:35:40.169558,corrective,5,1122
EQ0030,2022-05-05 05:21:40.169558,preventive,1,1014
EQ0030,2022-05-15 04:31:40.169558,routine,5,1158
EQ0030,2022-05-21 06:29:40.169558,routine,-1,1258
EQ0030,2022-05-26 06:32:40.169558,preventive,1,1077
EQ0030,2022-06-05 03:50:40.169558,routine,5,1058
EQ0030,2022-06-14 05:28:40.169558,corrective,3,1326
EQ0030,2022-06-21 04:37:40.169558,routine,3,1071
EQ0030,2022-07-01 04:22:40.169558,routine,4,1010
EQ0030,2022-07-02 06:23:40.169558,routine,-1,1232
EQ0030,2022-07-09 06:31:40.169558,corrective,0,1088
EQ0030,2022-07-15 03:30:40.169558,routine,0,876
EQ0030,2022-07-21 05:20:40.169558,routine,4,1088
EQ0031,2024-07-09 06:02:40.169574,corrective,9,1017
EQ0031,2024-07-11 05:55:40.169574,routine,0,1261
EQ0031,2024-07-20 04:27:40.169574,preventive,2,1171
EQ0031,2024-07-26 03:56:40.169574,routine,0,1089
EQ0031,2024-08-06 03:13:40.169574,preventive,4,1051
EQ0031,2024-08-09 05:41:40.169574,preventive,-4,858
EQ0031,2024-08-20 05:14:40.169574,routine,6,1004
EQ0031,2024-08-25 06:07:40.169574,preventive,-1,1077
EQ0031,2024-09-03 03:58:40.169574,routine,3,973
EQ0031,2024-09-09 05:11:40.169574,preventive,0,1107
EQ0031,2024-09-12 03:12:40.169574,routine,1,989
EQ0031,2024-09-24 06:22:40.169574,routine,9,1075
EQ0031,2024-10-03 03:40:40.169574,routine,2,899
EQ0031,2024-10-02 05:25:40.169574,preventive,-4,886
EQ0031,2024-10-10 04:24:40.169574,corrective,4,1075
EQ0031,2024-10-18 06:06:40.169574,routine,3,1083
EQ0031,2024-10-23 05:36:40.169574,routine,1,842
EQ0031,2024-11-02 05:33:40.169574,routine,4,1238
EQ0031,2024-11-09 03:16:40.169574,preventive,5,992
EQ0031,2024-11-20 05:23:40.169574,routine,5,914
EQ0031,2024-11-30 05:59:40.169574,preventive,3,1184
EQ0031,2024-12-07 05:51:40.169574,preventive,3,1103
EQ0031,2024-12-20 04:05:40.169574,routine,10,1135
EQ0031,2025-01-01 05:46:40.169574,routine,6,1152
EQ0031,2025-01-06 05:51:40.169574,routine,0,1097
EQ0031,2025-01-21 06:01:40.169574,routine,11,1082
EQ0031,2025-01-31 06:13:40.169574,routine,3,1272
EQ0031,2025-02-05 03:11:40.169574,routine,-1,1071
EQ0031,2025-02-09 03:50:40.169574,routine,-1,951
EQ0031,2025-02-14 06:08:40.169574,corrective,-1,1178
EQ0031,2025-02-21 06:06:40.169574,routine,5,980
EQ0031,2025-03-09 05:05:40.169574,preventive,9,908
EQ0031,2025-03-21 05:14:40.169574,preventive,6,908
EQ0031,2025-03-23 04:01:40.169574,routine,0,1008
EQ0031,2025-03-30 05:36:40.169574,routine,2,955
EQ0031,2025-04-05 06:03:40.169574,routine,4,1195
EQ0031,2025-04-14 05:31:40.169574,routine,7,1124
EQ0031,2025-04-22 06:06:40.169574,routine,3,1079
EQ0031,2025-04-26 04:23:40.169574,routine,0,1070
EQ0031,2025-05-04 04:09:40.169574,routine,2,862
EQ0031,2025-05-08 05:56:40.169574,routine,-3,1069
EQ0031,2025-05-09 04:54:40.169574,routine,-1,1094
EQ0031,2025-05-27 05:51:40.169574,preventive,12,1085
EQ0031,2025-06-03 03:47:40.169574,routine,5,1021
EQ0031,2025-06-11 05:02:40.169574,routine,4,1147
EQ0031,2025-06-17 05:13:40.169574,routine,1,1079
EQ0031,2025-06-23 04:59:40.169574,preventive,0,861
EQ0031,2025-06-27 04:55:40.169574,preventive,2,1271
EQ0031,2025-07-12 06:07:40.169574,routine,9,1010
EQ0031,2025-07-20 05:55:40.169574,routine,5,1214
EQ0031,2025-08-03 06:20:40.169574,routine,9,1010
EQ0031,2025-08-09 04:00:40.169574,routine,3,869
EQ0031,2025-08-16 04:38:40.169574,routine,4,1155
EQ0031,2025-08-26 04:09:40.169574,routine,4,1071
EQ0031,2025-09-05 03:11:40.169574,routine,4,1079
EQ0031,2025-09-10 04:46:40.169574,corrective,0,1020
EQ0031,2025-09-24 05:27:40.169574,routine,9,1178
EQ0031,2025-10-01 06:07:40.169574,routine,4,969
EQ0031,2025-10-05 05:32:40.169574,routine,1,994
EQ0031,2025-10-20 05:54:40.169574,routine,10,1072
EQ0031,2025-10-29 03:45:40.169574,routine,2,999
EQ0031,2025-11-07 05:14:40.169574,routine,7,1161
EQ0031,2025-11-21 06:18:40.169574,corrective,7,1085
EQ0031,2025-11-25 03:12:40.169574,preventive,1,1126
EQ0031,2025-12-01 05:14:40.169574,routine,0,905
EQ0031,2025-12-04 04:30:40.169574,routine,1,1154
EQ0031,2025-12-14 05:42:40.169574,corrective,7,963
EQ0031,2025-12-21 05:54:40.169574,routine,4,1246
EQ0031,2025-12-29 05:58:40.169574,corrective,3,1124
EQ0031,2026-01-09 05:40:40.169574,routine,4,1159
EQ0031,2026-01-17 05:59:40.169574,routine,6,1252
EQ0031,2026-01-23 06:00:40.169574,routine,1,919
EQ0031,2026-01-27 06:27:40.169574,routine,0,958
EQ0031,2026-02-03 03:58:40.169574,routine,1,948
EQ0031,2026-02-13 03:38:40.169574,routine,3,968
